Symbol,Name,Last_Sale,Net_Change,Percent_Change,Market_Cap,Volume,Sector,Industry
MITK,Mitek Systems Inc. Common Stock,$8.55 ,0.07,0.83%,395042670,320223,Technology,Computer peripheral equipment
CVEO,Civeo Corporation (Canada) Common Shares,$27.35 ,0.2,0.74%,393046494,33448,Consumer Discretionary,Hotels/Resorts
GNTY,Guaranty Bancshares Inc. Common Stock,$34.46 ,0.48,1.41%,393001413,11356,Finance,Major Banks
LX,LexinFintech Holdings Ltd. American Depositary Shares,$2.39 ,0.34,16.59%,392946817,7578729,Finance,Finance: Consumer Services
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share,$2.07 ,0.05,2.48%,392065972,1121994,Finance,Finance: Consumer Services
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,$17.49 ,-0.01,-0.06%,391721868,124599,Finance,Investment Managers
RDVT,Red Violet Inc. Common Stock ,$28.51 ,-0.43,-1.49%,391485521,29535,Technology,Computer Software: Prepackaged Software
KTF,DWS Municipal Income Trust,$9.88 ,0.03,0.31%,390269267,205960,Finance,Finance Companies
FISI,Financial Institutions Inc. Common Stock,$25.18 ,0.02,0.08%,389594906,18034,Finance,Major Banks
NVEC,NVE Corporation Common Stock,$80.40 ,0.14,0.17%,388627550,17127,Technology,Semiconductors
ONEW,OneWater Marine Inc. Class A Common Stock,$24.15 ,0.54,2.29%,387772106,76078,Consumer Discretionary,Auto & Home Supply Stores
BBAI,BigBear.ai Inc. Common Stock,$1.55 ,-0.02,-1.27%,387613908,1903008,Technology,Computer Software: Prepackaged Software
ZH,Zhihu Inc. American Depositary Shares each representing three (3) Class A Ordinary Shares,$3.90 ,0.38,10.80%,387164755,1384328,Consumer Discretionary,Business Services
BRY,Berry Corporation (bry) Common Stock,$5.03 ,0.18,3.71%,387003140,934230,Energy,Oil & Gas Production
LYEL,Lyell Immunopharma Inc. Common Stock,$1.51 ,-0.01,-0.66%,386564701,595797,Health Care,Biotechnology: Pharmaceutical Preparations
BH,Biglari Holdings Inc. Class B Common Stock,$169.72 ,-2.26,-1.31%,386198539,1211,Consumer Discretionary,Restaurants
DDD,3D Systems Corporation Common Stock,$2.89 ,0.22,8.24%,386028213,5074682,Technology,Computer Software: Prepackaged Software
NRIM,Northrim BanCorp Inc Common Stock,$70.05 ,0.14,0.20%,385411107,21539,Finance,Savings Institutions
BWB,Bridgewater Bancshares Inc. Common Stock,$14.09 ,-0.03,-0.21%,385361091,42375,Finance,Major Banks
HRZN,Horizon Technology Finance Corporation Common Stock,$10.68 ,0.07,0.66%,385117329,255145,Finance,Finance: Consumer Services
PAL,Proficient Auto Logistics Inc. Common Stock,$14.81 ,-0.55,-3.58%,384474042,472139,Consumer Discretionary,Transportation Services
LWAY,Lifeway Foods Inc. Common Stock,$25.97 ,-0.3,-1.14%,384115700,224064,Consumer Staples,Packaged Foods
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,$14.95 ,-0.05,-0.33%,383910558,104263,Finance,Investment Managers
GUT,Gabelli Utility Trust (The) Common Stock,$5.23 ,-0.02,-0.38%,383876922,270533,Finance,Trusts Except Educational Religious and Charitable
AEHR,Aehr Test Systems Common Stock,$13.23 ,0.1,0.76%,383768021,693226,Industrials,Electrical Products
ITOS,iTeos Therapeutics Inc. Common Stock,$10.50 ,0.335,3.30%,383479373,353021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ORGO,Organogenesis Holdings Inc. Class A Common Stock,$2.89 ,0.07,2.48%,383141756,528179,Health Care,Biotechnology: Pharmaceutical Preparations
PERI,Perion Network Ltd. Ordinary Shares,$7.97 ,-0.12,-1.48%,382491012,154774,Technology,EDP Services
DBI,Designer Brands Inc. Class A Common Stock,$6.89 ,-0.26,-3.64%,382391424,2358855,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,$12.62 ,0.19,1.53%,382326724,33968,Finance,Investment Managers
KODK,Eastman Kodak Company Common New,$4.76 ,-0.01,-0.21%,382228000,368533,Consumer Discretionary,Industrial Machinery/Components
TTI,Tetra Technologies Inc. Common Stock,$2.90 ,0.05,1.75%,381201491,2228586,Energy,Oil & Gas Production
JILL,J. Jill Inc. Common Stock,$25.21 ,0.59,2.40%,380276615,198510,Consumer Discretionary,Apparel
FMAO,Farmers & Merchants Bancorp Inc. Common Stock,$27.69 ,0.44,1.62%,378797649,23479,Finance,Savings Institutions
FRBA,First Bank Common Stock,$15.02 ,0.02,0.13%,377518733,19423,Finance,Commercial Banks
LINC,Lincoln Educational Services Corporation Common Stock,$11.98 ,0.05,0.42%,377069578,115906,Real Estate,Other Consumer Services
HDSN,Hudson Technologies Inc. Common Stock,$8.26 ,0,0.00%,376009564,265566,Consumer Discretionary,Industrial Specialties
HSHP,Himalaya Shipping Ltd. Common Shares,$8.56 ,-0.02,-0.23%,375784000,57910,Consumer Discretionary,Marine Transportation
JOUT,Johnson Outdoors Inc. Class A Common Stock,$36.46 ,-0.57,-1.54%,375698132,56144,Consumer Discretionary,Recreational Games/Products/Toys
FBIZ,First Business Financial Services Inc. Common Stock,$45.22 ,1.01,2.29%,375081315,60086,Finance,Major Banks
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,$30.56 ,0.2679,0.88%,375032412,13304,Industrials,Farming/Seeds/Milling
SOR,Source Capital Inc. Common Stock,$44.78 ,0.64,1.45%,373665949,17983,Finance,Investment Managers
AMSWA,American Software Inc. Class A Common Stock,$11.07 ,0.12,1.10%,372605196,124508,Technology,Computer Software: Prepackaged Software
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,$25.25 ,0.05,0.20%,372303145,29364,Finance,Finance: Consumer Services
ISPR,Ispire Technology Inc. Common Stock,$6.60 ,0.12,1.85%,372244198,119534,Health Care, Medicinal Chemicals and Botanical Products 
GAMB,Gambling.com Group Limited Ordinary Shares,$10.00 ,-0.12,-1.19%,372225490,121663,Consumer Discretionary,Services-Misc. Amusement & Recreation
ACIU,AC Immune SA Common Stock,$3.75 ,0.05,1.35%,371991859,105245,Health Care,Biotechnology: Pharmaceutical Preparations
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,$12.78 ,-0.02,-0.16%,371775504,129038,Finance,Finance Companies
FARO,FARO Technologies Inc. Common Stock,$19.06 ,0.2,1.06%,371604681,139918,Industrials,Industrial Machinery/Components
ACNB,ACNB Corporation Common Stock,$43.18 ,1.36,3.25%,369000260,22819,Finance,Major Banks
NNAVW,NextNav Inc. Warrant,$2.92 ,-0.015,-0.51%,368854695,717,Industrials,Industrial Machinery/Components
GAU,Galiano Gold Inc.,$1.43 ,-0.05,-3.38%,367394808,503941,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
NECB,NorthEast Community Bancorp Inc. Common Stock,$26.19 ,0.28,1.08%,367199566,138786,Finance,Banks
PMO,Putnam Municipal Opportunities Trust Common Stock,$10.80 ,0,0.00%,367000924,81456,Finance,Finance Companies
USAP,Universal Stainless & Alloy Products Inc. Common Stock,$39.69 ,-0.52,-1.29%,366654355,78434,Industrials,Steel/Iron Ore
PPT,Putnam Premier Income Trust Common Stock,$3.68 ,-0.01,-0.27%,366264008,168972,Finance,Finance Companies
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,$18.44 ,0,0.00%,366018603,10,Real Estate,Real Estate Investment Trusts
NUS,Nu Skin Enterprises Inc. Common Stock,$7.36 ,0.29,4.10%,365804070,899452,Health Care,Other Pharmaceuticals
CIX,CompX International Inc. Common Stock,$29.64 ,0.61,2.10%,365122029,3873,Consumer Discretionary,Industrial Machinery/Components
CWBC,Community West Bancshares Common Stock,$19.27 ,0.01,0.05%,364984553,19834,Finance,Major Banks
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,$18.36 ,-0.1899,-1.02%,364430669,691,Real Estate,Real Estate Investment Trusts
HNST,The Honest Company Inc. Common Stock,$3.64 ,0,0.00%,364297184,760945,Consumer Discretionary,Catalog/Specialty Distribution
ZVRA,Zevra Therapeutics Inc. Common Stock,$6.92 ,-0.39,-5.34%,364115100,1660748,Health Care,Biotechnology: Pharmaceutical Preparations
RNAC,Cartesian Therapeutics Inc. Common Stock,$17.00 ,-0.36,-2.07%,363502245,65437,Health Care,Biotechnology: Pharmaceutical Preparations
ANIK,Anika Therapeutics Inc. Common Stock,$24.56 ,-0.07,-0.28%,363407591,53222,Health Care,Medical/Dental Instruments
YSG,Yatsen Holding Limited American Depositary Shares each representing twenty (20) Class A Ordinary Shares,$3.37 ,-0.12,-3.44%,362969055,376914,Consumer Discretionary,Package Goods/Cosmetics
HLLY,Holley Inc. Common Stock,$3.03 ,0.05,1.68%,362924983,296935,Consumer Discretionary,Auto Parts:O.E.M.
AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares),$3.24 ,0.19,6.23%,362610860,1909016,Consumer Discretionary,Air Freight/Delivery Services
CDRO,Codere Online Luxembourg S.A. Ordinary Shares,$8.00 ,0,0.00%,362400000,50481,Consumer Discretionary,Services-Misc. Amusement & Recreation
TCBX,Third Coast Bancshares Inc. Common Stock,$26.44 ,0.12,0.46%,361305667,27170,Finance,Banks
NL,NL Industries Inc. Common Stock,$7.38 ,0.08,1.10%,360496277,27040,Industrials,Major Chemicals
AMCX,AMC Networks Inc. Class A Common Stock,$8.17 ,0.19,2.38%,360281649,1396126,Telecommunications,Cable & Other Pay Television Services
SFIX,Stitch Fix Inc. Class A Common Stock,$2.84 ,0.31,12.25%,360219457,5926918,Consumer Discretionary,Catalog/Specialty Distribution
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,$18.11 ,-0.14,-0.77%,359468378,455,Real Estate,Real Estate Investment Trusts
TMCI,Treace Medical Concepts Inc. Common Stock,$5.77 ,-0.03,-0.52%,358838354,632633,Health Care,Medical/Dental Instruments
BMEA,Biomea Fusion Inc. Common Stock,$9.90 ,0.33,3.45%,358480653,4083476,Health Care,Biotechnology: Pharmaceutical Preparations
FCNCO,First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C,$24.78 ,0.0926,0.38%,358394481,42927,Finance,Major Banks
SMRT,SmartRent Inc. Class A Common Stock,$1.77 ,0.06,3.51%,358236507,1523353,Technology,EDP Services
GHRS,GH Research PLC Ordinary Shares,$6.88 ,-0.12,-1.71%,357953638,74857,Health Care,Biotechnology: Pharmaceutical Preparations
RRBI,Red River Bancshares Inc. Common Stock,$51.73 ,0.08,0.16%,356231041,3095,Consumer Discretionary,Hotels/Resorts
LWLG,Lightwave Logic Inc. Common Stock,$2.95 ,0.09,3.15%,356113277,424964,Industrials,Containers/Packaging
SCM,Stellus Capital Investment Corporation Common Stock,$13.70 ,0.01,0.07%,355955428,192406,Finance,Finance/Investors Services
NNOX,NANO-X IMAGING LTD Ordinary Shares,$6.16 ,0.06,0.98%,355916348,554828,Health Care,Medical Electronics
BSVN,Bank7 Corp. Common stock,$37.98 ,-0.14,-0.37%,354648125,7482,Finance,Major Banks
RILYG,B. Riley Financial Inc. 5.00% Senior Notes due 2026,$11.70 ,-0.43,-3.55%,354455045,73277,Finance,Investment Managers
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,$23.99 ,0.135,0.57%,353651126,7201,Finance,Finance: Consumer Services
TROO,TROOPS Inc. Ordinary Shares ,$3.48 ,0.47,15.62%,353561033,13326,Technology,Radio And Television Broadcasting And Communications Equipment
LXFR,Luxfer Holdings PLC Ordinary Shares,$12.88 ,0.17,1.34%,352740400,59735,Industrials,Major Chemicals
REAL,The RealReal Inc. Common Stock,$3.25 ,0.13,4.17%,352619166,1521548,Consumer Discretionary,Other Specialty Stores
RFMZ,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock,$14.48 ,0.01,0.07%,352613427,37015,Finance,Trusts Except Educational Religious and Charitable
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,$25.56 ,-0.08,-0.31%,351341856,5710,Finance,Investment Managers
CBNK,Capital Bancorp Inc. Common Stock,$25.23 ,0.15,0.60%,351021079,11913,Finance,Major Banks
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,$15.28 ,0.18,1.19%,350140268,80892,Finance,Investment Managers
HBCP,Home Bancorp Inc. Common Stock,$43.30 ,0.32,0.75%,349404804,9367,Finance,Banks
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,$25.38 ,0.08,0.32%,348867617,2803,Finance,Investment Managers
INZY,Inozyme Pharma Inc. Common Stock,$5.18 ,0.04,0.78%,347578000,103830,Health Care,Biotechnology: Pharmaceutical Preparations
SAY,Saratoga Investment Corp 8.125% Notes due 2027,$25.26 ,-0.0807,-0.32%,347218125,3682,Finance,Investment Managers
LUNRW,Intuitive Machines Inc. Warrants,$2.70 ,0.25,10.20%,347089085,726202,Industrials,Industrial Machinery/Components
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),$49.42 ,-0.02,-0.04%,346648238,43840,Consumer Discretionary,Marine Transportation
JFIN,Jiayin Group Inc. American Depositary Shares,$6.54 ,0.175,2.75%,346567296,100213,Finance,Finance: Consumer Services
DCGO,DocGo Inc. Common Stock,$3.38 ,0.04,1.20%,345832221,367267,Health Care,Medical/Nursing Services
FCNCP,First Citizens BancShares Inc. Depositary Shares,$23.90 ,0.13,0.55%,345736755,23812,Finance,Major Banks
MG,Mistras Group Inc Common Stock,$11.15 ,-0.09,-0.80%,345398233,151226,Consumer Discretionary,Military/Government/Technical
LAW,CS Disco Inc. Common Stock,$5.80 ,0,0.00%,344986540,78843,Technology,Computer Software: Prepackaged Software
LNZA,LanzaTech Global Inc. Common Stock,$1.74 ,0.215,14.10%,344111217,865469,Industrials,Major Chemicals
PSNL,Personalis Inc. Common Stock,$5.22 ,0.06,1.16%,344102400,591411,Health Care,Medical Specialities
IONR,ioneer Ltd American Depositary Shares,$6.53 ,0.4345,7.12%,342862954,25198,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
FSBW,FS Bancorp Inc. Common Stock,$44.14 ,-0.145,-0.33%,341947388,18849,Finance,Banks
DENN,Denny's Corporation Common Stock,$6.65 ,-0.02,-0.30%,341636894,339761,Consumer Discretionary,Restaurants
CRESW,Cresud S.A.C.I.F. y A. Warrant,$0.57 ,0.01,1.79%,341602505,11700,Finance,Real Estate
TALK,Talkspace Inc. Common Stock,$2.03 ,0.04,2.01%,341470847,1355559,Health Care,Medical/Nursing Services
MTW,Manitowoc Company Inc. (The) Common Stock,$9.71 ,-0.01,-0.10%,340984681,262948,Industrials,Construction/Ag Equipment/Trucks
TCMD,Tactile Systems Technology Inc. Common Stock,$14.22 ,-0.13,-0.91%,340807157,176144,Health Care,Medical/Dental Instruments
ARTV,Artiva Biotherapeutics Inc. Common Stock,$14.01 ,0.69,5.18%,340262887,62508,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MPX,Marine Products Corporation Common Stock,$9.80 ,0.08,0.82%,340233783,51031,Industrials,Marine Transportation
SAT,Saratoga Investment Corp 6.00% Notes due 2027,$24.75 ,0.13,0.53%,340207783,4972,Finance,Investment Managers
TMC,TMC the metals company Inc. Common Stock,$1.05 ,0,0.00%,340192667,707879,Basic Materials,Metal Mining
SERV,Serve Robotics Inc. Common Stock,$8.58 ,0.89,11.57%,339765477,9321864,Consumer Discretionary,Industrial Specialties
UNTY,Unity Bancorp Inc. Common Stock,$33.92 ,-0.12,-0.35%,338510339,16347,Finance,Major Banks
VBNK,VersaBank Common Shares,$13.03 ,-0.285,-2.14%,338316445,23387,Finance,Commercial Banks
VPG,Vishay Precision Group Inc. Common Stock,$25.49 ,0.8,3.24%,337867477,81772,Technology,Electrical Products
OBT,Orange County Bancorp Inc. Common Stock,$59.65 ,2.76,4.85%,337837975,21687,Finance,Major Banks
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,$22.80 ,-0.2,-0.87%,336178681,6571,Finance,Finance: Consumer Services
RM,Regional Management Corp. Common Stock,$33.09 ,0.97,3.02%,336048804,20374,Finance,Finance: Consumer Services
BFLY,Butterfly Network Inc. Class A Common Stock,$1.58 ,0.06,3.95%,335867378,1669448,Health Care,Medical Electronics
PSTL,Postal Realty Trust Inc. Class A Common Stock,$14.58 ,0.03,0.21%,335825893,82639,Real Estate,Real Estate Investment Trusts
PANL,Pangaea Logistics Solutions Ltd. Common Shares,$7.14 ,-0.28,-3.77%,334880930,148865,Consumer Discretionary,Marine Transportation
BRT,BRT Apartments Corp. (MD) Common Stock,$17.84 ,0.12,0.68%,334806348,11330,Real Estate,Real Estate Investment Trusts
ELYM,Eliem Therapeutics Inc Common Stock,$4.98 ,-0.02,-0.40%,333959612,585131,Health Care,Biotechnology: Pharmaceutical Preparations
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,$27.15 ,-0.05,-0.18%,333184881,21799,Industrials,Farming/Seeds/Milling
NATH,Nathan's Famous Inc. Common Stock,$81.40 ,1.28,1.60%,332487661,6646,Consumer Discretionary,Restaurants
AIRJ,Montana Technologies Corporation Class A Common Stock,$5.95 ,-0.03,-0.50%,331865237,26093,Industrials,Industrial Machinery/Components
IBEX,IBEX Limited Common Shares,$19.71 ,-0.2,-1.01%,331191033,152430,Technology,EDP Services
TITN,Titan Machinery Inc. Common Stock,$14.28 ,0.12,0.85%,330264627,218880,Consumer Discretionary,Other Specialty Stores
FTEL,Fitell Corporation Ordinary Shares,$16.41 ,-0.92,-5.31%,329841000,72520,Consumer Discretionary,Recreational Games/Products/Toys
ESPR,Esperion Therapeutics Inc. Common Stock,$1.68 ,0.04,2.44%,329657488,2728602,Health Care,Biotechnology: Pharmaceutical Preparations
SLQT,SelectQuote Inc. Common Stock,$1.92 ,-0.02,-1.03%,329171368,693626,Finance,Specialty Insurers
MGTX,MeiraGTx Holdings plc Ordinary Shares,$4.26 ,0.08,1.91%,328786800,105091,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,$13.09 ,0,0.00%,328069931,36848,Finance,Finance/Investors Services
GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share,$3.23 ,0.41,14.54%,327985573,35745,Consumer Discretionary,Hotels/Resorts
SGHT,Sight Sciences Inc. Common Stock,$6.51 ,-0.06,-0.91%,327500516,94377,Health Care,Medical/Dental Instruments
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,$3.84 ,-0.05,-1.29%,327421294,71163,Consumer Discretionary,Catalog/Specialty Distribution
FORR,Forrester Research Inc. Common Stock,$17.17 ,0.22,1.30%,327260200,105001,Consumer Discretionary,Diversified Commercial Services
OIA,Invesco Municipal Income Opportunities Trust Common Stock,$6.87 ,0.11,1.63%,327050396,53929,Finance,Finance Companies
WEYS,Weyco Group Inc. Common Stock,$34.44 ,0.37,1.09%,326859054,7230,Consumer Staples,Apparel
ALDX,Aldeyra Therapeutics Inc. Common Stock,$5.50 ,0.13,2.42%,326818531,509720,Health Care,Biotechnology: Pharmaceutical Preparations
ANRO,Alto Neuroscience Inc. Common Stock,$12.10 ,0.1,0.83%,326203573,199326,Health Care,Biotechnology: Pharmaceutical Preparations
DOYU,DouYu International Holdings Limited ADS,$10.31 ,0.7,7.28%,326162768,367061,Technology,Computer Software: Programming Data Processing
ALNT,Allient Inc. Common Stock,$19.30 ,0.17,0.89%,325091767,98712,Industrials,Electrical Products
LUNG,Pulmonx Corporation Common Stock,$8.29 ,0.03,0.36%,324574664,113489,Health Care,Medical/Dental Instruments
CERS,Cerus Corporation Common Stock,$1.75 ,-0.03,-1.69%,324270114,840104,Technology,EDP Services
CAPR,Capricor Therapeutics Inc. Common Stock,$9.95 ,-0.04,-0.40%,323762354,2544623,Health Care,Biotechnology: Pharmaceutical Preparations
TRAK,ReposiTrak Inc. Common Stock,$17.71 ,-2.16,-10.87%,322745145,243643,Technology,EDP Services
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,$26.27 ,0.02,0.08%,322385519,30738,Industrials,Farming/Seeds/Milling
CRVS,Corvus Pharmaceuticals Inc. Common Stock,$5.15 ,0.06,1.18%,322139097,151391,Health Care,Biotechnology: Pharmaceutical Preparations
GHM,Graham Corporation Common Stock,$29.51 ,0.26,0.89%,321402529,26569,Industrials,Industrial Machinery/Components
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,$26.17 ,0.1,0.38%,321158319,41777,Industrials,Farming/Seeds/Milling
KRRO,Korro Bio Inc. Common Stock,$34.51 ,-0.24,-0.69%,320902106,25284,Health Care,Biotechnology: Pharmaceutical Preparations
RMMZ,RiverNorth Managed Duration Municipal Income Fund II Inc. Common Stock,$16.24 ,0.06,0.37%,320571559,40099,Finance,Investment Managers
BMRC,Bank of Marin Bancorp Common Stock,$19.69 ,0.11,0.56%,320475680,34811,Finance,Major Banks
WTBA,West Bancorporation Common Stock,$19.02 ,0.24,1.28%,320156661,15985,Finance,Major Banks
NODK,NI Holdings Inc. Common Stock,$15.50 ,0.23,1.51%,320053951,23743,Finance,Property-Casualty Insurers
OSUR,OraSure Technologies Inc. Common Stock,$4.29 ,0.03,0.70%,319898037,449762,Health Care,Medical/Dental Instruments
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,$26.06 ,0.06,0.23%,319808398,57860,Industrials,Farming/Seeds/Milling
ACB,Aurora Cannabis Inc. Common Shares,$5.84 ,0.09,1.57%,319218938,542584,Health Care, Medicinal Chemicals and Botanical Products 
VYGR,Voyager Therapeutics Inc. Common Stock,$5.85 ,-0.04,-0.68%,319019536,496120,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NKTX,Nkarta Inc. Common Stock,$4.52 ,-0.06,-1.31%,318925568,395063,Health Care,Biotechnology: Pharmaceutical Preparations
SAR,Saratoga Investment Corp New,$23.16 ,-0.02,-0.09%,318352010,107781,Finance,Investment Managers
MTRX,Matrix Service Company Common Stock,$11.55 ,0.57,5.19%,318182981,290249,Consumer Discretionary,Engineering & Construction
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,$16.11 ,0.14,0.88%,318005407,100569,Finance,Trusts Except Educational Religious and Charitable
CUB,Lionheart Holdings Class A Ordinary Shares,$10.01 ,0,0.00%,318003446,7622,Industrials,Industrial Machinery/Components
IPI,Intrepid Potash Inc Common Stock,$23.93 ,-0.43,-1.77%,317825218,47421,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests,$13.64 ,0.11,0.81%,317681629,42812,Finance,Finance: Consumer Services
RGP,Resources Connection Inc. Common Stock,$9.46 ,0.06,0.64%,317479019,450813,Consumer Discretionary,Business Services
GLUE,Monte Rosa Therapeutics Inc. Common Stock,$5.17 ,-0.19,-3.55%,317297500,191801,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
REI,Ring Energy Inc. Common Stock,$1.60 ,-0.01,-0.62%,317075795,2219851,Energy,Oil & Gas Production
NEWT,NewtekOne Inc. Common Stock,$12.20 ,0.29,2.44%,316761361,302737,Finance,Major Banks
MTLS,Materialise NV American Depositary Shares,$5.34 ,0.07,1.33%,315418773,136152,Technology,Computer Software: Prepackaged Software
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,$4.78 ,-0.08,-1.65%,315396417,382858,Real Estate,Real Estate Investment Trusts
PMM,Putnam Managed Municipal Income Trust Common Stock,$6.47 ,0.01,0.16%,315340094,119885,Finance,Investment Managers
REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock,$16.05 ,0.18,1.13%,314972551,93078,Real Estate,Real Estate Investment Trusts
SRI,Stoneridge Inc. Common Stock,$11.37 ,-0.04,-0.35%,314695995,411200,Consumer Discretionary,Auto Parts:O.E.M.
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,$3.48 ,0,0.00%,314500020,389566,Finance,Finance Companies
HEAR,Turtle Beach Corporation Common Stock,$15.12 ,0.31,2.09%,313804623,141973,Telecommunications,Telecommunications Equipment
MIN,MFS Intermediate Income Trust Common Stock,$2.73 ,0,0.00%,313670915,110926,Finance,Trusts Except Educational Religious and Charitable
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,$20.59 ,0.175,0.86%,313619756,4666,Finance,Property-Casualty Insurers
BBCP,Concrete Pumping Holdings Inc. Common Stock,$5.85 ,0.1,1.74%,313169577,63597,Consumer Discretionary,Engineering & Construction
IVCP,Swiftmerge Acquisition Corp. Class A Ordinary Share,$11.11 ,0,0.00%,312468750,4,Finance,Blank Checks
LPA,Logistic Properties of the Americas Ordinary Shares,$9.83 ,-0.38,-3.72%,311706813,36174,Finance,Real Estate
AFRI,Forafric Global PLC Ordinary Shares,$11.59 ,0.13,1.13%,311529951,6420,Consumer Staples,Packaged Foods
AIRS,AirSculpt Technologies Inc. Common Stock,$5.38 ,-0.21,-3.76%,309845380,104385,Health Care,Medical/Nursing Services
LSAK,Lesaka Technologies Inc. Common Stock,$4.89 ,-0.12,-2.40%,309259982,4698,Finance,Investment Bankers/Brokers/Service
ACCD,Accolade Inc. Common Stock,$3.86 ,0,0.00%,308832331,779980,Consumer Discretionary,Business Services
CLPT,ClearPoint Neuro Inc. Common Stock,$11.19 ,0.08,0.72%,308795872,101534,Health Care,Medical/Dental Instruments
AAN,Aarons Holdings Company Inc. Common Stock ,$10.05 ,0.02,0.20%,308663359,1425538,Consumer Discretionary,Diversified Commercial Services
ANGO,AngioDynamics Inc. Common Stock,$7.66 ,0.15,2.00%,308518618,386779,Health Care,Medical/Dental Instruments
BTMD,Biote Corp. Class A Common Stock,$5.67 ,0.22,4.04%,307418175,100086,Health Care, Medicinal Chemicals and Botanical Products 
OUST,Ouster Inc. Common Stock,$6.36 ,0.07,1.11%,307380657,941975,Industrials,Industrial Machinery/Components
UHG,United Homes Group Inc Class A Common Stock,$6.35 ,0.19,3.08%,307214308,157102,Consumer Discretionary,Homebuilding
SPOK,Spok Holdings Inc. Common Stock,$15.16 ,0.17,1.13%,307203074,145025,Telecommunications,Telecommunications Equipment
GENC,Gencor Industries Inc. Common Stock,$20.92 ,0.14,0.67%,306639126,18031,Industrials,Construction/Ag Equipment/Trucks
TRUE,TrueCar Inc. Common Stock,$3.37 ,0.04,1.20%,306297403,411806,Technology,Computer Software: Programming Data Processing
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,$15.59 ,0.04,0.26%,306065904,29717,Finance,Trusts Except Educational Religious and Charitable
ITI,Iteris Inc. Common Stock,$7.14 ,0,0.00%,305754963,380760,Telecommunications,Telecommunications Equipment
XOMAP,XOMA Royalty Corporation 8.625% Series A Cumulative Perpetual Preferred Stock,$26.12 ,-0.12,-0.46%,305720678,3285,Health Care,Biotechnology: Pharmaceutical Preparations
OOMA,Ooma Inc. Common Stock,$11.40 ,0.03,0.26%,305520000,125886,Technology,EDP Services
WTI,W&T Offshore Inc. Common Stock,$2.07 ,0.06,2.99%,304667253,2177949,Energy,Oil & Gas Production
XOMA,XOMA Royalty Corporation Common Stock,$26.00 ,0.52,2.04%,304316142,40936,Health Care,Biotechnology: Pharmaceutical Preparations
GCO,Genesco Inc. Common Stock,$27.11 ,0.07,0.26%,304224733,89904,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DSX,Diana Shipping inc. common stock,$2.53 ,-0.02,-0.78%,303506180,314258,Consumer Discretionary,Marine Transportation
